segment_id,latitude,longitude,elevation_m,road_length_m,distance_to_water_body_m,road_age_years,pavement_thickness_cm,surface_crack_density_pct,pavement_condition_index,rut_depth_mm,surface_deformation_mm,avg_daily_traffic,heavy_vehicle_pct,traffic_load_index,avg_vehicle_speed_kmh,soil_moisture_pct,soil_density_g_cm3,soil_bearing_capacity_kpa,groundwater_depth_m,soil_porosity_pct,soil_settlement_mm,void_ratio,annual_rainfall_mm,max_daily_rainfall_mm,flood_frequency_per_year,temperature_variation_c,drainage_efficiency,waterlogging_duration_hr,underground_pipe_density,pipe_age_years,pipe_leakage_index,distance_to_pipeline_m,utility_excavation_count,sewer_condition_index,historical_collapse_count,distance_to_previous_collapse_m,nearby_construction_intensity,building_density_per_km2,land_subsidence_rate_mm_year,spatial_vulnerability_index,collapse_risk_level
URC_06230,12.9756,80.2443,31.193,1728.2738,317.2077,60,32.4565,31.3417,24.6908,35.4253,68.1691,7989,34.6629,0.4904,71.4093,33.8589,1.9933,385.5405,15.9714,27.5641,43.3366,0.5848,961.3591,117.2427,9,40.9466,0.5994,33.2506,0.6332,3,0.3154,4.5886,5,97.1172,2,734.8086,0.1976,1930,11.4479,0.2576,High
URC_06231,13.0604,80.1813,34.6871,1602.2826,1182.828,34,21.9782,32.9652,47.498,15.2771,47.7924,65793,10.5599,0.3863,37.9826,10.0577,2.1905,471.5332,12.8267,29.4281,17.9401,0.6737,1773.985,230.7286,6,15.1978,0.7832,19.362,0.7005,2,0.285,42.9018,7,91.5394,3,40.3266,0.5727,14474,5.6959,0.4684,Low
URC_06232,13.2101,80.0783,52.0662,1303.873,914.1744,16,26.165,12.4088,82.6653,4.0944,16.1158,74808,39.8005,0.9203,41.4419,19.2129,2.0636,500.0,19.6045,27.8519,15.064,0.5492,798.3755,155.9174,6,6.6137,0.5348,34.9624,0.3413,7,0.0543,9.6143,3,89.806,4,720.0067,0.5211,8207,3.8515,0.3801,Low
URC_06233,13.0493,80.2721,26.482,216.8099,843.2201,51,27.5613,40.5925,37.2069,23.146,69.0185,89257,39.5636,0.8715,51.0154,9.197,1.4382,475.8167,24.505,36.8638,30.5036,0.8229,200.0,43.7407,2,39.161,0.601,20.8816,0.3644,37,0.5739,73.5064,3,66.0899,6,519.7031,0.3019,5698,13.2748,0.3799,Critical
URC_06234,12.8785,80.2898,33.8295,1771.4421,1456.7102,45,54.9079,30.0833,54.169,33.0188,63.6355,29854,2.2128,0.1433,72.2392,18.8755,2.0426,467.5626,17.3727,31.0702,29.3543,0.7672,1447.6751,122.6337,7,37.4897,0.8282,27.5176,0.2637,0,0.0659,2.9495,5,92.3958,2,514.8586,0.6208,11339,3.8155,0.4124,Low
URC_06235,12.9704,80.2676,5.9493,1092.3097,482.5706,49,40.865,34.7299,29.9167,23.0275,55.9425,79379,20.893,0.6907,53.1649,49.5477,1.2661,284.5192,11.8024,47.6374,95.9718,1.2343,1361.0292,141.1611,6,17.8785,0.8365,23.6967,0.2549,21,0.2694,100.0,6,76.4534,4,650.5922,0.6792,14932,22.2996,0.5548,Critical
URC_06236,13.1794,80.1107,20.4498,1014.4232,690.1375,9,22.8546,15.9404,83.6824,12.5884,18.793,46805,22.8253,0.5486,59.5248,53.8828,1.3308,229.1636,15.3847,36.5763,87.4011,0.6189,1520.6371,108.7364,5,41.6766,0.6019,30.1231,0.4297,31,0.5591,8.6126,2,75.3654,4,42.5717,0.3365,14422,23.8743,0.5057,High
URC_06237,13.0899,80.2569,21.755,1871.424,403.1165,32,39.3272,23.4794,61.277,18.773,32.7458,38757,23.5072,0.5146,58.9544,57.9683,2.014,306.0067,3.3735,21.633,74.4116,0.7435,2385.168,158.3542,11,5.8471,0.4279,44.3266,0.5939,5,0.1253,11.7253,7,87.4746,2,205.5502,0.1943,4823,6.7364,0.2829,Critical
URC_06238,13.0928,80.0532,12.7922,67.2459,1792.4167,36,40.7107,32.7218,63.6237,22.2949,60.3808,63268,27.6377,0.6309,44.6623,50.8406,1.2098,327.9697,11.4529,31.992,73.3548,0.6821,2852.5014,273.5172,7,12.5004,0.7864,21.6275,0.6416,32,0.4614,38.248,11,69.5647,4,4.7635,0.3176,6554,19.3212,0.4062,Critical
URC_06239,13.1901,80.1415,18.5681,1133.9996,715.3712,27,36.9779,26.3678,66.7257,18.9798,58.549,92380,9.7182,0.7186,40.8039,51.31,2.2334,320.3012,21.353,29.5268,80.1747,0.48,1128.4391,116.8022,4,39.6469,0.6718,16.061,0.4967,37,0.7106,37.3099,5,55.0141,3,129.9531,0.2627,14140,24.9645,0.4774,High
URC_06240,13.2023,80.1696,23.7102,1592.9266,3314.4916,46,41.2655,25.7707,66.6242,23.6778,58.3882,70284,22.4198,0.5795,40.2531,58.0137,1.7188,355.0267,8.6297,37.6034,97.5129,0.6667,882.1413,79.0525,5,37.2337,0.3858,36.7743,0.4824,61,0.8547,4.6028,4,35.6015,5,151.742,0.2971,4041,30.0117,0.4278,Critical
URC_06241,13.2139,80.3006,18.944,174.1964,4407.6339,48,26.2848,41.2411,44.5454,29.9242,70.3474,69771,2.1303,0.3567,49.1234,17.9121,2.3942,435.4455,26.5293,29.0639,24.2487,0.408,1331.4047,149.4512,9,11.7976,0.2532,51.7368,0.6553,32,0.5291,26.5239,6,56.7305,1,50.6572,0.5003,4114,8.6791,0.3369,High
URC_06242,12.8427,80.1671,56.222,746.4855,782.7298,45,50.7178,26.6558,61.6479,25.0055,51.4674,13313,37.3184,0.5326,84.8582,5.7051,1.9277,447.3206,26.1779,37.236,12.2208,0.7051,1145.2475,67.1162,6,36.7617,0.4552,37.6022,0.6114,79,0.7981,18.483,7,35.0465,3,161.7499,0.3935,17145,12.5079,0.4828,High
URC_06243,13.0449,80.0534,31.1473,1956.0961,725.5728,30,49.6128,20.7989,75.5917,14.6116,28.2582,18044,32.2341,0.4378,73.3484,45.6811,1.558,292.1172,10.2201,35.4391,37.312,0.7076,1148.7466,143.6655,3,16.2461,0.8535,12.8482,0.7075,57,0.8034,20.8754,7,43.1184,5,71.0036,0.1697,4118,18.5599,0.3597,High
URC_06244,13.1332,80.1557,49.0123,462.9828,1141.2167,15,39.6899,12.4571,90.1945,11.8816,27.7987,11785,18.5948,0.3123,94.9177,17.5273,1.2245,414.5299,18.9991,45.9895,45.5794,0.9026,484.7858,87.0652,5,5.9883,0.3598,31.5689,0.2779,63,0.7994,10.6261,4,37.1894,5,1365.7373,0.3412,10613,19.9059,0.4255,Low
URC_06245,13.1406,80.1997,42.9118,1085.7999,409.938,27,51.6123,14.5087,68.8763,13.2086,25.4326,65031,19.7944,0.5173,42.7632,59.6621,2.0269,243.777,4.1121,25.1662,112.8423,0.546,351.0305,94.2366,2,9.5397,0.5528,16.7322,0.7702,65,0.756,17.9809,11,47.1485,4,356.9015,0.2903,15480,34.1857,0.5389,High
URC_06246,13.073,80.3347,17.329,1504.8346,952.6959,22,34.1056,15.2462,68.6018,20.3561,44.195,56417,23.7882,0.5819,57.195,59.6443,1.546,226.7188,9.4286,29.832,104.9906,0.6541,2198.0146,221.3059,6,28.178,0.9393,14.11,0.1986,25,0.2957,7.9464,4,78.2454,0,757.4239,0.2221,19307,16.0623,0.429,High
URC_06247,12.8751,80.3323,25.4507,811.229,1299.6531,22,30.1568,22.9596,81.8826,16.7405,48.7466,50813,6.818,0.402,67.4329,30.3625,1.2701,279.7351,14.7566,38.3098,57.4178,0.8427,1554.2574,251.5277,5,2.3647,0.8467,8.6715,0.5542,45,0.7063,9.7689,7,41.3307,5,183.9487,0.2331,12616,18.1608,0.4524,Moderate
URC_06248,13.1588,80.1043,19.7821,845.3528,2396.6244,51,41.7941,28.8399,48.6791,31.0276,55.1944,37895,23.086,0.4488,65.0982,44.5916,1.5455,349.4854,8.805,35.4552,71.5791,0.692,2222.6499,227.998,9,39.5953,0.6459,22.9692,0.3249,32,0.4428,2.0362,5,72.2239,4,543.922,0.0953,6873,24.5149,0.3695,Critical
URC_06249,13.1241,80.1055,23.0581,173.3733,778.8593,24,46.7528,17.3032,78.0146,23.0789,47.0506,89721,7.0567,0.5905,29.7735,9.6878,1.1444,500.0,30.0,45.4623,22.0273,0.9868,1004.6044,177.0657,7,39.5826,0.3629,42.811,0.4303,25,0.5768,13.0504,5,68.9836,4,1275.5233,0.231,17188,8.2853,0.413,High
URC_06250,12.8388,80.099,13.2828,420.682,2878.954,14,28.8713,18.5501,67.6675,7.7345,36.3868,37826,6.7177,0.4214,68.0466,36.7576,2.3368,389.3133,6.7157,20.0,53.752,0.2842,2212.7347,277.0631,8,29.404,0.4471,40.3822,0.4135,52,0.6089,12.4672,8,39.4098,4,207.9349,0.6758,19812,22.5497,0.6172,High
URC_06251,13.0087,80.2867,19.7016,1767.188,778.297,38,26.7921,34.8791,46.4935,16.9682,38.002,59821,23.5591,0.533,66.8017,15.8841,1.8379,434.4078,15.1937,38.0651,34.0099,0.8229,1584.7828,153.6071,6,39.7011,0.5575,37.8951,0.4943,34,0.5944,19.219,4,58.8605,3,10.7456,0.4498,1533,17.9792,0.3644,Moderate
URC_06252,12.8783,80.0518,29.3142,1645.7194,621.0887,6,29.7328,14.558,81.5255,7.6189,28.6479,65734,13.4685,0.5742,48.7091,43.8999,2.3814,340.1117,13.6148,27.7653,74.0649,0.487,1296.7435,114.9488,2,21.7978,0.9238,8.7374,0.4622,52,0.5877,9.2099,5,44.7139,1,495.0908,0.9387,9176,24.3699,0.5246,Low
URC_06253,12.9519,80.0882,28.9975,644.0451,1094.7873,45,34.8094,25.8614,52.2062,25.6129,49.1061,90659,24.5239,0.8107,35.8253,37.6769,1.44,406.2065,10.2261,42.8593,50.1892,0.9458,1934.5055,246.5331,8,17.4806,0.6062,39.3127,0.7814,64,0.8322,21.0365,6,33.3543,6,253.4774,0.2092,13599,27.5189,0.5053,Critical
URC_06254,12.8081,80.2114,28.0408,794.337,1328.9747,17,10.0,23.3172,90.8572,18.5528,42.0374,38823,36.0446,0.5478,62.4761,52.3093,1.6415,280.9896,11.3661,31.861,97.6174,0.6741,1997.7247,229.1888,10,29.9957,0.3504,44.5693,0.4939,57,0.7667,37.0359,3,36.0892,4,11.6113,0.2696,9120,29.4907,0.4627,Critical
URC_06255,12.9801,80.1243,24.2839,908.8003,2978.9991,28,41.3787,19.1328,89.8233,7.753,23.4553,20260,1.3862,0.1318,74.2991,14.9785,1.4634,445.488,21.0826,40.5836,26.3708,0.853,1264.3274,133.3859,7,33.1286,0.3364,37.2684,0.7443,66,0.6688,100.0,15,38.1777,3,223.8398,0.3216,17496,11.8123,0.4673,Low
URC_06256,13.0474,80.0777,35.3289,724.5901,2491.1327,55,20.0813,28.0362,31.9364,25.896,57.1738,89415,29.577,0.7987,41.8644,59.7033,1.9038,280.5683,14.7779,31.9479,81.9378,0.5528,2170.5538,155.0833,10,24.6176,0.4548,42.6178,0.3053,60,0.6471,1.6149,8,48.7421,5,101.6426,0.2797,5449,27.9027,0.4315,Critical
URC_06257,13.0788,80.158,21.9155,1325.1278,460.8481,60,13.3753,38.5259,38.5264,40.457,87.7817,89918,21.9903,0.7119,42.4966,54.3326,2.2799,366.5697,0.9459,33.4078,85.2215,0.8979,1612.0327,184.5482,6,13.7039,0.7416,23.8994,0.4706,32,0.6289,23.2464,11,77.7523,2,1210.8331,0.7076,15411,22.4307,0.524,Critical
URC_06258,13.0986,80.1323,41.6986,75.0154,791.8047,52,35.4952,32.233,59.7624,29.9014,70.3584,7172,37.4384,0.4818,91.1171,43.7719,2.2302,346.8739,11.3093,26.0679,51.4874,0.4759,563.9825,124.6069,7,25.1645,0.3292,47.9463,0.3241,4,0.1921,46.336,1,100.0,4,387.6135,0.497,18795,12.3807,0.5253,High
URC_06259,13.1763,80.2033,2.8288,1766.3277,2625.0352,24,37.3768,15.1675,80.5249,15.0743,30.9517,69617,14.8048,0.5274,36.9172,31.0638,1.9251,384.8669,18.2982,29.7635,58.6542,0.7105,764.8774,125.8552,5,35.2104,0.5786,21.6833,0.4187,49,0.518,13.8987,4,58.6874,3,45.4323,0.4935,1571,14.0577,0.3568,Low
URC_06260,12.897,80.3438,32.8817,636.2657,2730.6034,45,24.4029,37.5568,42.4672,31.4763,70.5463,844,28.0977,0.3171,97.4942,53.9295,1.4219,226.2683,9.899,40.8025,74.337,0.7285,2101.8771,175.4108,9,14.8804,0.7547,28.3792,0.0914,78,0.7544,93.6208,2,18.9397,4,101.8475,0.0509,11058,11.0261,0.3618,Critical
URC_06261,12.8542,80.0873,30.8605,1751.1283,1227.102,51,24.5796,20.6117,53.5859,13.3815,40.7227,86300,28.3108,0.7733,33.6565,32.4511,2.1913,387.1721,14.125,27.2108,49.7699,0.8986,1967.4803,219.9366,12,2.9187,0.0592,66.7171,0.3913,78,0.652,50.0471,7,17.2184,4,75.8247,0.6315,18646,17.5861,0.5808,Critical
URC_06262,13.1832,80.1618,16.9052,936.0523,2937.2022,15,28.3451,25.1117,81.633,4.5877,30.4383,39535,5.3544,0.3256,61.8026,18.9047,1.4048,472.5409,12.2133,40.7691,22.1293,0.8781,1609.4588,193.8326,3,16.6804,0.6287,24.7854,0.3713,3,0.2075,36.7999,10,94.1667,2,265.2893,0.4494,15391,7.93,0.4425,Low
URC_06263,12.8705,80.3296,20.7372,1563.8454,5000.0,52,31.1571,33.5668,45.8737,24.5133,53.017,3371,27.9703,0.3226,80.595,25.7545,1.7251,396.805,20.386,26.908,50.5419,0.548,497.4028,85.8615,4,19.5641,0.3625,39.0741,0.5875,69,0.8751,50.5033,7,26.2723,4,239.6456,0.3842,5360,19.4879,0.4012,Critical
URC_06264,13.2386,80.3131,30.5775,1660.2707,1212.5593,28,34.2726,27.0535,72.0697,20.2433,36.4794,24719,14.3951,0.2444,67.32,5.7957,1.9135,500.0,23.5554,30.1552,3.4317,0.6152,846.5397,39.6264,5,2.4747,0.5164,16.6861,0.5866,27,0.457,70.5938,11,58.4805,2,820.9808,0.4724,7361,15.2091,0.3793,Low
URC_06265,13.1791,80.1683,35.9912,637.5132,1618.5041,14,30.6598,20.0116,77.9455,7.0688,25.6638,90951,35.7726,0.917,40.2775,54.8684,1.1083,192.1632,8.0926,42.8033,94.5197,0.8018,1662.8483,81.145,8,29.5942,0.3367,40.7081,0.6101,53,0.8728,43.5161,6,42.9275,2,1448.6194,0.3566,9961,26.2952,0.4077,Critical
URC_06266,13.0254,80.2597,4.0064,1298.6334,69.0138,11,43.7304,15.7095,83.6912,8.8849,19.762,27283,39.0152,0.5909,75.1426,9.3444,2.2469,499.2198,29.2106,25.2196,0.0,0.5713,1936.3496,211.6116,7,10.7611,0.6021,38.074,0.3614,22,0.3423,6.877,3,74.2504,2,388.605,0.4437,11025,9.6567,0.401,Low
URC_06267,13.2416,80.0764,32.539,1234.4573,980.821,1,49.7615,3.9822,94.6551,1.538,15.3618,39942,28.5977,0.5925,74.9289,50.165,1.9737,303.7532,17.8698,33.5134,68.7128,0.6583,2570.8458,341.6892,11,31.4483,0.55,40.23,0.1023,39,0.497,25.5245,8,59.0116,5,338.8798,0.138,18329,15.8579,0.4767,Moderate
URC_06268,12.8438,80.2638,19.5082,978.2275,725.24,17,47.4969,9.5177,86.1493,22.2804,34.3979,97646,35.9566,0.9857,25.0587,51.8588,2.1317,314.4356,10.3444,22.0207,80.2363,0.5564,1321.3523,158.3778,7,30.6372,0.7878,27.7261,0.2589,78,0.8849,0.8116,7,39.8972,8,172.609,0.051,13443,20.4385,0.4712,Critical
URC_06269,12.9364,80.3419,38.5035,965.6589,1575.2696,44,38.8807,29.8334,64.4377,29.9447,63.9166,73690,5.9708,0.3911,35.6898,31.0938,2.3415,500.0,18.4848,24.9557,20.2958,0.2986,1611.5654,158.6814,8,17.0857,0.8267,27.7693,0.7265,42,0.6587,44.4891,7,55.5434,5,289.6954,0.3409,7076,5.1292,0.3633,Moderate
URC_06270,13.0872,80.2112,2.9287,645.1464,2283.3723,51,32.9288,25.0531,44.5736,26.6054,55.6416,34187,32.8837,0.5061,72.7978,21.1966,1.7658,401.9564,20.3099,36.7371,45.0029,0.8719,1044.1106,108.4722,5,8.3714,0.3607,33.2761,0.2568,40,0.4091,2.2217,5,70.9561,2,41.0801,0.3591,16966,9.682,0.454,High
URC_06271,12.9575,80.1995,54.3436,654.8715,572.634,25,33.0169,24.4107,84.445,11.8854,20.7796,67753,11.6107,0.5018,45.1075,12.2227,1.8174,471.3168,18.6782,36.9988,10.3869,0.4812,1532.1464,145.8108,11,10.4122,0.0329,68.016,0.3184,1,0.0,16.4627,3,100.0,3,395.3669,0.4399,7760,0.0,0.3412,Low
URC_06272,13.2178,80.1062,14.3663,1118.8956,537.1756,54,32.1704,41.4695,56.0773,30.5129,65.9274,3365,7.02,0.142,80.4757,28.5084,1.919,407.587,9.2416,31.7631,40.1743,0.7626,1208.5422,146.835,7,3.2598,0.6308,44.2476,0.3333,58,0.7367,17.6281,6,24.1645,4,561.9968,0.1337,11601,19.7317,0.4048,Critical
URC_06273,12.8295,80.2401,42.1595,112.9277,583.9388,2,44.0698,6.9626,94.3913,7.1139,8.4505,78594,32.3437,0.8444,33.4911,13.134,2.3836,494.2081,23.4962,24.506,16.5451,0.4243,1489.2596,165.8477,4,9.1186,0.7874,21.1565,0.11,66,0.5389,66.8285,3,35.8522,5,37.8266,0.5528,687,7.405,0.3584,Low
URC_06274,13.0472,80.2271,24.1698,1870.6455,3633.6455,2,16.7155,2.1785,95.7997,2.3552,7.8542,86674,3.2228,0.5675,38.8579,27.5331,1.2584,399.9232,20.8054,39.9679,22.0514,0.7047,521.1126,61.373,7,6.9913,0.5059,32.2939,0.1272,21,0.2012,41.6038,2,75.2022,3,5.4202,0.6249,18330,3.1611,0.5083,Low
URC_06275,13.0659,80.2456,15.176,1317.4597,1405.6544,39,33.5507,18.8331,58.4088,18.7045,19.6223,64070,21.8615,0.6694,38.3265,36.2877,2.2126,465.9063,11.8309,31.9637,43.954,0.3298,2246.1573,221.0959,10,29.9401,0.2908,47.2426,0.4079,18,0.1472,5.1785,4,89.2458,0,2623.2913,0.327,16692,11.0246,0.3477,High
URC_06276,13.0937,80.0578,28.1814,914.7149,416.4941,53,35.9903,29.2883,38.8566,28.1494,60.8234,67225,31.5056,0.69,44.0774,51.2685,1.9741,334.7248,9.5061,35.0621,75.6858,0.6721,1731.9894,197.7739,7,12.0364,0.5842,31.7028,0.5946,0,0.268,24.0709,3,91.6418,2,65.6468,0.1865,18350,20.382,0.4754,Critical
URC_06277,12.915,80.2146,37.3495,170.5217,2045.668,15,38.7818,23.2907,75.2408,3.9064,31.6633,84781,22.1792,0.7127,38.2591,8.0231,2.1676,500.0,23.8281,31.6286,6.6218,0.7364,2233.7484,173.8963,12,37.8515,0.4011,51.0877,0.311,44,0.5484,6.612,6,38.0063,3,712.5071,0.2314,6766,9.0591,0.3163,Moderate
URC_06278,12.9641,80.2285,6.3675,1278.5244,1656.5703,13,27.0102,7.823,80.1054,12.129,26.6111,96529,2.0218,0.5216,44.6121,5.4097,1.4671,470.9281,24.3112,39.1676,16.911,0.7736,768.9915,43.0443,3,3.5732,0.4833,36.3578,0.5617,49,0.5352,5.3226,8,45.1906,3,442.7557,0.5624,672,15.5507,0.3556,Low
URC_06279,13.1797,80.1123,33.4191,84.5982,1764.1961,12,49.5787,8.589,82.2598,15.2344,40.7217,98336,11.4038,0.7304,42.5077,27.9822,2.052,451.3616,5.1969,32.5724,28.4104,0.6464,1068.2167,140.1284,7,34.9514,0.5648,31.2779,0.2408,77,0.7897,68.3469,5,34.2979,5,83.5381,0.6767,8552,2.4203,0.4405,Moderate
URC_06280,12.8877,80.1125,24.8539,1375.741,105.4037,11,33.9238,4.794,94.2429,3.4083,14.9561,76965,31.9586,0.7686,33.3193,42.337,2.0649,289.7086,14.9603,27.8384,84.6952,0.419,1008.2546,68.7868,8,4.455,0.4804,34.4602,0.6469,25,0.3644,41.544,5,75.352,1,154.5301,0.3737,10032,18.7098,0.4078,Moderate
URC_06281,13.1721,80.1329,31.9245,191.4227,538.2246,29,31.2584,13.9821,67.4195,15.0154,34.572,98880,4.8227,0.5752,23.6039,48.1925,1.2111,326.2188,8.6742,45.8033,72.0675,0.8483,1579.2021,168.3829,8,33.4802,0.4477,37.8508,0.297,73,0.8959,16.4856,10,28.6789,5,61.9272,0.8086,9545,21.9656,0.5557,Critical
URC_06282,13.0532,80.2635,25.1317,1329.3993,1635.7138,11,28.5226,8.3254,85.4598,5.3166,14.9419,14828,11.9548,0.1128,72.5138,57.0991,1.2364,237.5941,11.0118,43.1813,97.9064,0.866,1796.2584,227.08,3,24.7437,0.7612,18.6384,0.562,50,0.5086,80.0858,4,60.8106,1,89.8197,0.6255,7686,26.6018,0.4682,Moderate
URC_06283,13.143,80.2319,18.1376,841.4811,742.1683,58,45.9994,34.1035,27.8387,25.4274,52.0407,74628,28.0219,0.6954,55.0636,25.3839,1.142,398.7961,14.0699,41.8962,42.6472,0.8451,1329.6509,106.8195,9,17.9012,0.1247,53.4598,0.3286,15,0.124,54.3869,8,94.8318,2,1052.5683,0.4062,15014,12.072,0.4231,High
URC_06284,13.1211,80.3037,11.6425,1342.1256,1579.007,51,43.0991,29.4669,44.0727,29.9445,43.3394,43763,35.0042,0.6594,52.7607,39.5625,1.3491,355.7762,12.6523,42.6516,40.7902,1.0199,1592.254,247.5113,4,4.7944,0.6014,30.4784,0.3856,2,0.0298,26.2276,6,100.0,2,188.7737,0.2967,19285,10.7846,0.4647,Moderate
URC_06285,12.8934,80.1387,33.0717,320.0698,1800.9781,4,26.3169,0.0,100.0,0.5249,5.8427,17409,15.3417,0.2502,73.4031,48.0144,1.696,350.3498,12.9306,40.6871,79.4261,0.8768,1274.5181,178.2104,2,40.5821,0.9344,10.3584,0.5346,22,0.402,49.4577,6,76.1367,4,74.9756,0.7365,16652,21.2988,0.5968,Low
URC_06286,13.056,80.3236,33.0073,278.8967,740.8296,1,32.4648,20.5546,90.7317,8.0634,24.1969,65767,8.3602,0.3556,45.7538,34.4488,1.7795,367.8042,18.1048,42.006,61.0162,0.8689,1812.8393,128.5541,8,18.8765,0.4435,44.3411,0.183,16,0.137,4.5561,3,92.5095,2,447.511,0.2735,691,9.8225,0.2625,Moderate
URC_06287,13.1905,80.2731,32.9473,532.4769,1192.6687,45,37.1914,22.6785,60.3538,18.228,34.2693,61316,38.1223,0.6789,48.0014,27.5167,1.7758,500.0,18.3657,35.4382,35.0241,0.7704,1900.3261,315.6282,5,10.4962,0.9865,7.8962,0.5387,76,0.6965,58.846,8,42.2567,1,53.6029,0.3105,1852,9.3128,0.2788,Moderate
URC_06288,12.9945,80.1685,30.1312,852.4471,895.6996,27,43.9146,23.6375,78.4678,21.4332,51.277,6415,15.8552,0.2743,92.667,42.2572,1.8303,378.6386,19.9294,39.3986,63.8538,0.8336,1691.9325,187.6055,7,28.3265,0.5797,36.4531,0.3626,2,0.236,23.1659,2,100.0,5,353.7262,0.4924,8940,9.6797,0.4285,High
URC_06289,13.235,80.0786,36.3364,543.4104,2112.2509,44,42.3991,25.6332,78.0938,24.6274,53.4927,83178,34.0614,0.861,31.5235,46.8177,1.8769,306.0419,10.9185,28.9468,76.2206,0.7009,1257.9368,104.9095,6,22.8382,0.392,33.5646,0.5224,14,0.2337,35.5692,8,73.8764,3,632.4837,0.2426,7763,19.2271,0.3716,High
URC_06290,13.0035,80.1271,41.8728,209.93,894.3168,35,35.7034,34.5827,65.4611,26.492,54.9122,79219,0.2089,0.4453,46.6624,56.1897,1.1517,292.8466,3.9303,43.8077,95.1785,0.7715,1522.7058,179.7707,11,10.4067,0.2294,58.3485,0.6249,9,0.3187,17.9271,7,80.2175,1,564.2905,0.071,7590,18.3169,0.3089,Critical
URC_06291,12.8643,80.337,2.483,683.8048,335.9642,60,37.0921,31.9912,45.4586,28.3218,50.5322,93825,14.6919,0.7294,33.689,31.7985,1.6597,373.2321,17.3655,38.077,50.4047,0.7186,1510.2505,172.1249,2,2.8306,0.8505,9.8486,0.5629,61,0.7983,15.1174,9,38.6763,5,328.0963,0.3591,2262,14.002,0.3531,High
URC_06292,12.9752,80.1431,1.0,1426.2338,1732.2332,52,40.8525,45.6392,26.4023,26.5302,62.6807,81212,13.3579,0.5645,44.3822,18.2461,2.0707,443.2381,19.2418,32.7436,32.7819,0.6669,1772.3315,174.4152,7,11.2587,0.8027,25.208,0.6087,76,0.9171,18.5981,5,24.8368,7,128.9974,0.113,10803,13.6624,0.4189,Critical
URC_06293,13.2283,80.149,45.6154,1187.0179,1374.2292,13,41.551,22.9759,56.1489,22.9019,45.8026,59444,36.2638,0.6909,47.59,9.2312,1.3259,438.4108,15.9145,43.9641,22.8919,0.9594,1024.3103,52.6807,3,40.551,0.5556,17.8344,0.6995,2,0.3512,36.2328,7,100.0,3,677.5878,0.5493,8591,6.4081,0.3886,Low
URC_06294,12.9439,80.1069,8.9074,1928.4829,656.9007,46,24.5088,38.33,43.22,29.0114,54.3712,73563,29.7667,0.8327,40.2392,21.5582,1.2143,432.6786,17.7265,40.1247,27.7928,0.6698,475.2217,42.6842,3,14.9053,0.511,22.5024,0.5462,32,0.4011,17.1356,8,60.058,5,30.7604,0.6781,2681,15.0383,0.4342,Moderate
URC_06295,13.1906,80.2921,11.9651,900.0472,590.0709,31,20.144,17.6805,70.1097,25.9755,32.5331,60963,9.7188,0.4623,62.4639,58.1381,2.0669,298.3333,7.7496,28.0033,104.2298,0.7162,1656.2352,154.7769,10,33.1003,0.3513,47.1171,0.4394,23,0.2762,8.0426,6,71.0176,3,335.2015,0.5171,6150,14.8466,0.4017,Critical
URC_06296,13.1966,80.1327,21.5486,698.9646,609.5508,57,19.1997,37.174,35.6167,27.4499,65.6918,99547,33.4622,0.9282,22.3125,31.1135,2.2498,405.0054,8.6114,31.4248,53.6472,0.743,1131.5457,170.2157,3,19.4518,0.5216,23.0535,0.4077,31,0.4249,18.378,6,59.5138,7,78.4016,0.6123,12197,15.1514,0.5402,High
URC_06297,12.9576,80.1491,5.1523,1402.6751,791.5917,11,38.6931,16.2621,83.4396,13.8526,24.0255,50638,10.5512,0.3478,63.6775,25.3913,1.8992,476.6032,21.3119,31.6468,21.4064,0.6022,1576.7274,195.9574,8,39.1245,0.4707,39.217,0.4933,28,0.2931,16.703,8,79.4091,1,490.7989,0.7982,6259,10.3357,0.4113,Low
URC_06298,12.8375,80.1743,20.421,853.3196,2172.8272,10,34.7568,7.4854,79.4314,3.5119,20.8254,76104,8.8026,0.4917,18.2051,47.8691,1.2071,214.3904,10.8331,48.2769,91.8197,0.9975,1579.0865,185.3755,3,33.4376,0.6905,23.0758,0.4059,27,0.3589,25.2526,6,84.0513,5,151.2613,0.1051,17519,19.9314,0.4839,High
URC_06299,13.1261,80.1801,13.6227,1255.7031,2368.3632,37,52.31,30.9601,62.8468,14.7694,38.278,53557,8.8758,0.36,54.2745,12.7642,1.9309,404.1382,24.0873,36.8165,15.2373,0.8569,985.9858,83.1063,6,20.364,0.2894,38.6498,0.5341,46,0.611,56.0701,14,58.0584,4,42.7436,0.0483,18274,5.5014,0.4131,Moderate
URC_06300,12.9402,80.1734,22.1999,1895.2602,544.1902,8,14.353,14.774,84.9657,10.4977,24.8735,2716,39.0908,0.4603,100.0,5.2119,1.1059,500.0,22.3702,55.7938,17.1628,0.9865,1420.0836,191.5258,6,10.9042,0.6451,32.176,0.6975,64,0.8212,12.2453,10,40.9234,4,5.8327,0.7101,17337,9.1203,0.5517,Low
URC_06301,13.1523,80.2011,28.3581,1023.419,1497.0631,16,38.9614,13.3919,72.2709,11.9172,22.2727,3722,16.2048,0.2764,66.438,56.0727,2.2703,248.964,4.0837,25.0262,86.742,0.4428,1709.2161,123.3781,6,39.2036,0.4959,26.788,0.3125,37,0.4381,13.1507,8,59.6748,4,16.342,0.4036,14613,19.3041,0.5036,High
